Station,ID,Timestamp
2,start,"12784
"
3,start,"12069
"
1,start,"11393
"
2,0,"12849
"
3,0,"12144
"
2,0,"13870
"
2,0,"14937
"
3,0,"14645
"
3,c344e1aa,"14655
"
2,0,"15942
"
2,c344e1aa,"16506
"
2,0,"16965
"
2,0,"18051
"
2,0,"19082
"
2,c344e1aa,"19138
"
2,0,"20105
"
3,0,"19483
"
3,c344e1aa,"19490
"
2,0,"21136
"
3,0,"20761
"
3,c344e1aa,"20764
"
2,0,"22309
"
2,c344e1aa,"22946
"
2,0,"23309
"
3,0,"22620
"
2,0,"24331
"
3,0,"24479
"
2,0,"25361
"
3,0,"25573
"
2,0,"26393
"
2,0,"27399
"
2,0,"28449
"
2,0,"29940
"
3,0,"29338
"
2,0,"30941
"
3,0,"30866
"
2,0,"31945
"
2,0,"33698
"
2,0,"34767
"
3,0,"34118
"
2,0,"35847
"
2,0,"36871
"
2,0,"38285
"
3,0,"38083
"
2,0,"39356
"
2,0,"40386
"
3,0,"40533
"
3,13ecb9ab,"40572
"
2,0,"41538
"
3,0,"41568
"
2,0,"42540
"
2,13ecb9ab,"42646
"
2,0,"46402
"
3,0,"46024
"
1,0,"45884
"
1,13ecb9ab,"45914
"
2,0,"47414
"
3,0,"47201
"
2,0,"48425
"
3,0,"48481
"
2,0,"49532
"
3,0,"49659
"
2,0,"50535
"
2,start,"9561
"
2,0,"9569
"
3,start,"9097
"
1,start,"8555
"
3,0,"9425
"
2,0,"10616
"
3,0,"10500
"
2,0,"11624
"
3,c344e1aa,"11229
"
3,0,"11509
"
2,c344e1aa,"12440
"
2,0,"12665
"
2,0,"13676
"
2,c344e1aa,"14412
"
2,0,"14707
"
3,0,"14349
"
3,c344e1aa,"14798
"
2,0,"15755
"
2,c344e1aa,"16385
"
2,0,"16767
"
1,0,"16500
"
2,0,"17809
"
2,c344e1aa,"18380
"
2,0,"18860
"
3,0,"18644
"
3,c344e1aa,"18651
"
2,0,"20864
"
2,0,"21885
"
2,0,"22894
"
3,0,"22962
"
2,start,"6179
"
3,start,"5758
"
2,start,"7574
"
2,0,"7578
"
3,start,"7166
"
1,start,"6534
"
2,0,"8602
"
3,0,"8640
"
2,0,"9659
"
3,13ecb9ab,"10151
"
3,0,"10155
"
2,0,"11550
"
2,13ecb9ab,"11567
"
2,0,"12559
"
2,0,"13561
"
2,0,"14564
"
2,0,"15626
"
3,0,"16189
"
2,0,"16643
"
2,start,"29153
"
3,start,"28615
"
1,start,"27782
"
2,0,"29195
"
2,0,"30291
"
2,0,"31526
"
3,0,"32016
"
3,13ecb9ab,"32036
"
2,0,"33070
"
3,0,"33289
"
3,13ecb9ab,"33301
"
2,0,"34072
"
2,13ecb9ab,"34290
"
3,0,"34484
"
2,0,"35119
"
2,0,"36150
"
3,0,"35769
"
2,0,"37171
"
3,0,"37073
"
2,0,"38194
"
2,13ecb9ab,"38311
"
3,0,"38229
"
3,13ecb9ab,"38352
"
2,0,"39199
"
3,0,"39234
"
3,13ecb9ab,"39861
"
2,0,"40573
"
2,13ecb9ab,"41157
"
2,0,"41639
"
2,13ecb9ab,"42383
"
2,0,"42655
"
3,0,"42668
"
3,13ecb9ab,"42900
"
2,0,"43662
"
2,0,"44921
"
3,0,"45004
"
2,0,"45947
"
2,13ecb9ab,"46261
"
2,0,"46948
"
3,0,"46504
"
3,13ecb9ab,"46671
"
2,0,"47977
"
3,0,"47581
"
2,0,"49200
"
3,0,"48672
"
2,0,"50622
"
3,0,"50157
"
2,0,"51673
"
3,0,"51193
"
2,0,"52691
"
3,0,"52204
"
2,start,"6752
"
2,0,"6761
"
3,start,"6340
"
1,start,"5665
"
3,0,"6487
"
3,0,"8920
"
2,0,"9339
"
3,13ecb9ab,"9245
"
2,0,"10376
"
3,0,"10708
"
2,0,"11380
"
3,13ecb9ab,"11006
"
3,0,"11713
"
3,13ecb9ab,"12011
"
2,0,"12479
"
3,0,"12752
"
3,13ecb9ab,"13014
"
2,0,"13500
"
3,0,"13763
"
2,13ecb9ab,"14183
"
2,0,"14506
"
2,13ecb9ab,"15201
"
2,0,"15757
"
2,13ecb9ab,"16201
"
2,0,"17904
"
3,0,"17493
"
2,0,"18940
"
3,0,"18532
"
2,13ecb9ab,"19003
"
3,13ecb9ab,"19489
"
3,0,"19532
"
2,0,"20014
"
2,13ecb9ab,"21008
"
2,0,"21102
"
2,0,"22105
"
1,0,"21159
"
1,13ecb9ab,"21165
"
2,0,"23470
"
2,13ecb9ab,"23478
"
3,0,"23749
"
3,13ecb9ab,"23926
"
2,0,"24892
"
2,13ecb9ab,"25191
"
2,0,"25948
"
2,0,"26950
"
2,start,"7788
"
3,start,"7150
"
1,start,"6324
"
2,0,"7911
"
3,0,"8672
"
3,13ecb9ab,"8690
"
2,0,"9324
"
2,13ecb9ab,"10061
"
2,0,"10452
"
3,0,"10003
"
3,13ecb9ab,"10113
"
2,13ecb9ab,"11465
"
2,0,"11469
"
3,0,"11490
"
3,13ecb9ab,"11624
"
2,0,"12586
"
2,13ecb9ab,"13231
"
2,0,"13598
"
2,13ecb9ab,"14253
"
2,0,"14600
"
2,0,"15737
"
2,0,"16743
"
2,13ecb9ab,"16774
"
3,0,"16766
"
3,13ecb9ab,"16819
"
2,0,"17826
"
2,13ecb9ab,"18297
"
2,0,"18826
"
2,0,"19981
"
2,0,"20999
"
2,start,"6541
"
3,start,"6047
"
1,start,"5489
"
2,0,"6590
"
2,0,"7638
"
2,0,"8864
"
3,0,"8661
"
3,13ecb9ab,"8758
"
2,13ecb9ab,"9708
"
2,0,"9918
"
3,0,"9776
"
3,13ecb9ab,"10557
"
3,0,"11189
"
2,0,"11774
"
2,13ecb9ab,"12288
"
2,0,"12782
"
3,0,"12364
"
2,0,"13786
"
1,0,"12973
"
1,13ecb9ab,"12988
"
2,0,"14797
"
3,0,"14795
"
2,13ecb9ab,"15318
"
3,13ecb9ab,"15259
"
2,0,"16095
"
2,13ecb9ab,"16659
"
3,0,"16521
"
2,0,"17117
"
1,13ecb9ab,"16490
"
1,0,"16673
"
2,13ecb9ab,"18188
"
2,0,"18192
"
3,0,"17945
"
3,13ecb9ab,"18430
"
2,0,"19196
"
2,start,"8723
"
2,0,"8732
"
3,start,"8192
"
3,0,"8218
"
1,start,"7694
"
3,13ecb9ab,"9795
"
3,0,"9828
"
2,0,"10727
"
2,13ecb9ab,"11047
"
2,0,"12438
"
2,13ecb9ab,"12520
"
3,0,"12838
"
3,13ecb9ab,"12864
"
2,0,"13613
"
3,0,"13936
"
2,0,"14645
"
2,13ecb9ab,"14958
"
3,0,"14989
"
2,start,"15381
"
3,start,"14760
"
3,0,"14771
"
1,start,"14228
"
2,0,"15391
"
2,0,"16611
"
3,0,"16371
"
3,13ecb9ab,"16384
"
2,0,"17827
"
2,13ecb9ab,"17849
"
3,0,"17598
"
2,0,"18842
"
3,0,"18759
"
1,13ecb9ab,"18580
"
2,0,"19858
"
1,0,"18710
"
2,13ecb9ab,"20589
"
3,0,"20148
"
2,0,"20865
"
3,13ecb9ab,"20867
"
3,0,"21291
"
2,0,"22424
"
2,13ecb9ab,"22684
"
2,0,"23432
"
2,13ecb9ab,"23726
"
2,0,"24435
"
3,0,"24167
"
3,13ecb9ab,"24170
"
2,0,"25522
"
2,start,"6139
"
3,start,"5671
"
1,start,"5103
"
2,0,"6158
"
2,0,"7448
"
3,13ecb9ab,"7450
"
3,0,"7454
"
2,0,"8479
"
2,13ecb9ab,"8498
"
2,1,"9375
"
2,0,"9487
"
2,13ecb9ab,"9544
"
3,0,"9383
"
3,13ecb9ab,"9409
"
2,13ecb9ab,"10545
"
2,0,"10675
"
2,0,"11734
"
2,start,"6716
"
2,start,"5745
"
3,start,"5261
"
1,start,"4821
"
2,0,"5784
"
2,0,"6811
"
3,13ecb9ab,"7804
"
3,0,"7808
"
2,0,"8440
"
2,13ecb9ab,"8691
"
2,0,"9567
"
2,13ecb9ab,"9836
"
3,0,"9600
"
3,13ecb9ab,"9691
"
2,0,"10680
"
